*******************************************************************************
 Revised: April 12, 2021                 Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised May 9, 2022):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean surface temp (Ts), K= 287.6           Volume, km^3    = 1.08321 x 10^12
  Mean effect. temp (Te), K= 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Fri Jul 24 17:14:08 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2000-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2030-Jan-01 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2453380.500000000, A.D. 2005-Jan-10 00:00:00.0000, -4.978077420447654E+07,  1.384440921448672E+08, -1.201533263511956E+03, -2.852948381176895E+01, -1.019336535902676E+01,  4.315476741560964E-04,  4.907462729717154E+02,  1.471220314285295E+08,  6.123201376809405E-02,
2453381.500000000, A.D. 2005-Jan-11 00:00:00.0000, -5.223780727086587E+07,  1.375417607105059E+08, -1.176368234097958E+03, -2.834467193433434E+01, -1.069333366921170E+01,  1.492246076204573E-04,  4.907647770751911E+02,  1.471275788191936E+08,  6.717685995478261E-02,
2453382.500000000, A.D. 2005-Jan-12 00:00:00.0000, -5.467845805730853E+07,  1.365963940173791E+08, -1.175701703071594E+03, -2.815029847909141E+01, -1.118948696341418E+01, -1.315541190285430E-04,  4.907850019785509E+02,  1.471336420926846E+08,  7.320789850868445E-02,
2453383.500000000, A.D. 2005-Jan-13 00:00:00.0000, -5.710191038539919E+07,  1.356083375057267E+08, -1.198398833900690E+03, -2.794660499856156E+01, -1.168147154213994E+01, -3.881212333993744E-04,  4.908070005360015E+02,  1.471402370942952E+08,  7.951325517834629E-02,
2453384.500000000, A.D. 2005-Jan-14 00:00:00.0000, -5.950737130384105E+07,  1.345779636518237E+08, -1.241545449100435E+03, -2.773388053588771E+01, -1.216901745878059E+01, -6.024234469883538E-04,  4.908308731851769E+02,  1.471473939344704E+08,  8.623148468972469E-02,
2453385.500000000, A.D. 2005-Jan-15 00:00:00.0000, -6.189407339020268E+07,  1.335056645240499E+08, -1.300938501097262E+03, -2.751242079641321E+01, -1.265193941573323E+01, -7.628040337444020E-04,  4.908567515600201E+02,  1.471551520760738E+08,  9.344024655762656E-02,
2453386.500000000, A.D. 2005-Jan-16 00:00:00.0000, -6.426127392917749E+07,  1.323918451337169E+08, -1.371645290330052E+03, -2.728249837863828E+01, -1.313011929552971E+01, -8.638829913687474E-04,  4.908847814514512E+02,  1.471635552261234E+08,  1.011621565073165E-01,
2453387.500000000, A.D. 2005-Jan-17 00:00:00.0000, -6.660825221265860E+07,  1.312369186571305E+08, -1.448494860619307E+03, -2.704434907890780E+01, -1.360348227625886E+01, -9.052599435097619E-04,  4.909151090082889E+02,  1.471726471989329E+08,  1.093798953108195E-01,
2453388.500000000, A.D. 2005-Jan-18 00:00:00.0000, -6.893430625494497E+07,  1.300413036395183E+08, -1.526438570082188E+03, -2.679817111651248E+01, -1.407197595989944E+01, -8.899095429768522E-04,  4.909478716051756E+02,  1.471824691783840E+08,  1.180523581659723E-01,
2453389.500000000, A.D. 2005-Jan-19 00:00:00.0000, -7.123874977946392E+07,  1.288054227113513E+08, -1.600780516333878E+03, -2.654413118208285E+01, -1.453555647331511E+01, -8.228344441665314E-04,  4.909831928958555E+02,  1.471930582349367E+08,  1.271270876844318E-01,
2453390.500000000, A.D. 2005-Jan-20 00:00:00.0000, -7.352090983015400E+07,  1.275297022026195E+08, -1.667310904473066E+03, -2.628237217164640E+01, -1.499418132881913E+01, -7.101742242010545E-04,  4.910211807338833E+02,  1.472044467022731E+08,  1.365477507790146E-01,
2453391.500000000, A.D. 2005-Jan-21 00:00:00.0000, -7.578012501051565E+07,  1.262145721528008E+08, -1.722381321653724E+03, -2.601301966904793E+01, -1.544780701658542E+01, -5.587344650095361E-04,  4.910619266137169E+02,  1.472166620097418E+08,  1.462574262485261E-01,
2453392.500000000, A.D. 2005-Jan-22 00:00:00.0000, -7.801574418477841E+07,  1.248604664058140E+08, -1.762952938623726E+03, -2.573618609559767E+01, -1.589638910497379E+01, -3.758070631088017E-04,  4.911055056245962E+02,  1.472297266685305E+08,  1.561991188435499E-01,
2453393.500000000, A.D. 2005-Jan-23 00:00:00.0000, -8.022712543581544E+07,  1.234678226528737E+08, -1.786636724494398E+03, -2.545197257033191E+01, -1.633988310798110E+01, -1.691436181738837E-04,  4.911519763180670E+02,  1.472436582319511E+08,  1.663148473781879E-01,
2453394.500000000, A.D. 2005-Jan-24 00:00:00.0000, -8.241363510504961E+07,  1.220370824097717E+08, -1.791733808554709E+03, -2.516046906950784E+01, -1.677824499851319E+01,  5.303036157133789E-05,  4.912013802356057E+02,  1.472584691538248E+08,  1.765443403410591E-01,
2453395.500000000, A.D. 2005-Jan-25 00:00:00.0000, -8.457464680050451E+07,  1.205686909870729E+08, -1.777275962501764E+03, -2.486175366218162E+01, -1.721143080732836E+01,  2.820363454851815E-04,  4.912537410896616E+02,  1.472741665429653E+08,  1.868240201971743E-01,
2453396.500000000, A.D. 2005-Jan-26 00:00:00.0000, -8.670954032619409E+07,  1.190630975394597E+08, -1.743061258547008E+03, -2.455589156573187E+01, -1.763939520781942E+01,  5.088368550829614E-04,  4.913090637390589E+02,  1.472907518560112E+08,  1.970866231997986E-01,
2453397.500000000, A.D. 2005-Jan-27 00:00:00.0000, -8.881770054289606E+07,  1.175207552734544E+08, -1.689678207911551E+03, -2.424293457049288E+01, -1.806208932503458E+01,  7.242060604397693E-04,  4.913673331548546E+02,  1.473082205873988E+08,  2.072614978510829E-01,
2453398.500000000, A.D. 2005-Jan-28 00:00:00.0000, -9.089851620518260E+07,  1.159421218633228E+08, -1.618512609787285E+03, -2.392292107775648E+01, -1.847945817988797E+01,  9.189541586192007E-04,  4.914285135484839E+02,  1.473265620079863E+08,  2.172753852216354E-01,
2453399.500000000, A.D. 2005-Jan-29 00:00:00.0000, -9.295137882617055E+07,  1.143276600894274E+08, -1.531733893916011E+03, -2.359587666432406E+01, -1.889143814362787E+01,  1.084172327662891E-03,  4.914925477563419E+02,  1.473457589805561E+08,  2.270533637809262E-01,
2453400.500000000, A.D. 2005-Jan-30 00:00:00.0000, -9.497568160254939E+07,  1.126778386900801E+08, -1.432260332196951E+03, -2.326181484906438E+01, -1.929795453375905E+01,  1.211474955743697E-03,  4.915593568863457E+02,  1.473657878538568E+08,  2.365196927404197E-01,
2453401.500000000, A.D. 2005-Jan-31 00:00:00.0000, -9.697081840147635E+07,  1.109931334225430E+08, -1.323703358471394E+03, -2.292073771343476E+01, -1.969891910028175E+01,  1.293245316074554E-03,  4.916288401857393E+02,  1.473866184229719E+08,  2.455985294685672E-01,
2453402.500000000, A.D. 2005-Feb-01 00:00:00.0000, -9.893618279039046E+07,  1.092740283677858E+08, -1.210288954690099E+03, -2.257263630227314E+01, -2.009422676482048E+01,  1.322932316028869E-03,  4.917008751371491E+02,  1.474082139581170E+08,  2.542148983943445E-01,
2453403.500000000, A.D. 2005-Feb-02 00:00:00.0000, -1.008711671079389E+08,  1.075210175796130E+08, -1.096748166650534E+03, -2.221749132709135E+01, -2.048375077057550E+01,  1.295485262670759E-03,  4.917753179675819E+02,  1.474305313572330E+08,  2.622967705395567E-01,
2453404.500000000, A.D. 2005-Feb-03 00:00:00.0000, -1.027751616548966E+08,  1.057346072462081E+08, -9.881603662893176E+02, -2.185527554807236E+01, -2.086733561772138E+01,  1.208028835103292E-03,  4.918520050659722E+02,  1.474535215709563E+08,  2.697795212574614E-01,
2453405.500000000, A.D. 2005-Feb-04 00:00:00.0000, -1.046475542419725E+08,  1.039153185522097E+08, -8.897252923101187E+02, -2.148596008438967E+01, -2.124478808827418E+01,  1.060838869534564E-03,  4.919307561903919E+02,  1.474771305641163E+08,  2.766140791112797E-01,
2453406.500000000, A.D. 2005-Feb-05 00:00:00.0000, -1.064877305464111E+08,  1.020636913296546E+08, -8.064398087412119E+02, -2.110952721443921E+01, -2.161586852224053E+01,  8.585415402491137E-04,  4.920113806370125E+02,  1.475013011651436E+08,  2.827792858445304E-01,
2453407.500000000, A.D. 2005-Feb-06 00:00:00.0000, -1.082950759120926E+08,  1.001802882926855E+08, -7.426720864251256E+02, -2.072599098107887E+01, -2.198028700680230E+01,  6.112092610113251E-04,  4.920936874224457E+02,  1.475259761186587E+08,  2.882968695880412E-01,
2453408.500000000, A.D. 2005-Feb-07 00:00:00.0000, -1.100689791997906E+08,  9.826569916040058E+07, -7.016666108444333E+02, -2.033542320401302E+01, -2.233771084235693E+01,  3.347479841089296E-04,  4.921774996144585E+02,  1.475511023817126E+08,  2.932441653168219E-01,
2453409.500000000, A.D. 2005-Feb-08 00:00:00.0000, -1.118088388528368E+08,  9.632054346167903E+07, -6.850714511126280E+02, -1.993797698831667E+01, -2.268778794774571E+01,  4.989839549196518E-05,  4.922626711144856E+02,  1.475766361550572E+08,  2.977570988114652E-01,
2453410.500000000, A.D. 2005-Feb-09 00:00:00.0000, -1.135140704696712E+08,  9.434547067257033E+07, -6.926240253746510E+02, -1.953389617113621E+01, -2.303018405480576E+01, -2.204147914177668E-04,  4.923491020918345E+02,  1.476025475102040E+08,  3.020172286701601E-01,
2453411.500000000, A.D. 2005-Feb-10 00:00:00.0000, -1.151841142529128E+08,  9.234115692474796E+07, -7.221191427111626E+02, -1.912350234551643E+01, -2.336462238012302E+01, -4.547891815871452E-04,  4.924367483534904E+02,  1.476288231984203E+08,  3.062235188249332E-01,
2453412.500000000, A.D. 2005-Feb-11 00:00:00.0000, -1.168184404027190E+08,  9.030829874392290E+07, -7.696959372311831E+02, -1.870716166584200E+01, -2.369091030975983E+01, -6.367726594369572E-04,  4.925256214445644E+02,  1.476554666808435E+08,  3.105583959526442E-01,
2453413.500000000, A.D. 2005-Feb-12 00:00:00.0000, -1.184165512112914E+08,  8.824760542946310E+07, -8.303609026595950E+02, -1.828524435696231E+01, -2.400894351967556E+01, -7.567462074646869E-04,  4.926157797495408E+02,  1.476824954607015E+08,  3.151612571807405E-01,
2453414.500000000, A.D. 2005-Feb-13 00:00:00.0000, -1.199779799055785E+08,  8.615979201171835E+07, -8.985887357145548E+02, -1.785809207659981E+01, -2.431868979176645E+01, -8.118661276057537E-04,  4.927073141264730E+02,  1.477099367765534E+08,  3.201176550717104E-01,
2453415.500000000, A.D. 2005-Feb-14 00:00:00.0000, -1.215022873403648E+08,  8.404557411172976E+07, -9.688518488183618E+02, -1.742600134070026E+01, -2.462016320855600E+01, -8.046150701837007E-04,  4.928003327006896E+02,  1.477378230435575E+08,  3.254635156573686E-01,
2453416.500000000, A.D. 2005-Feb-15 00:00:00.0000, -1.229890579453674E+08,  8.190566503569303E+07, -1.035998030230403E+03, -1.698922207916964E+01, -2.491339972465430E+01, -7.408853440420415E-04,  4.928949482847078E+02,  1.477661880820554E+08,  3.311978700717887E-01,
2453417.500000000, A.D. 2005-Feb-16 00:00:00.0000, -1.244378959899528E+08,  7.974077468207636E+07, -1.095469607934356E+03, -1.654796528958656E+01, -2.519844015731295E+01, -6.283124251016403E-04,  4.929912698268832E+02,  1.477950645539425E+08,  3.372970908439781E-01,
2453418.500000000, A.D. 2005-Feb-17 00:00:00.0000, -1.258484226704363E+08,  7.755160955298164E+07, -1.143401901103556E+03, -1.610241353494757E+01, -2.547532146096764E+01, -4.751671073481845E-04,  4.930893976205854E+02,  1.478244825264146E+08,  3.437262966018307E-01,
2453419.500000000, A.D. 2005-Feb-18 00:00:00.0000, -1.272202740719430E+08,  7.533887322833219E+07, -1.176650618586689E+03, -1.565273022480138E+01, -2.574407430187764E+01, -2.898010653762384E-04,  4.931894211925812E+02,  1.478544688389212E+08,  3.504464877618151E-01,
2453420.500000000, A.D. 2005-Feb-19 00:00:00.0000, -1.285530998098319E+08,  7.310326687389763E+07, -1.192790132533759E+03, -1.519906592515051E+01, -2.600472427435990E+01, -8.049801167153703E-05,  4.932914186609909E+02,  1.478850469106855E+08,  3.574177476467459E-01,
2453421.500000000, A.D. 2005-Feb-20 00:00:00.0000, -1.298465620754997E+08,  7.084548957016672E+07, -1.190110155634582E+03, -1.474156144846176E+01, -2.625729451320134E+01,  1.444416954683447E-04,  4.933954565678183E+02,  1.479162366904985E+08,  3.645995204206253E-01,
2453422.500000000, A.D. 2005-Feb-21 00:00:00.0000, -1.311003348265067E+08,  6.856623841427249E+07, -1.167624397747219E+03, -1.428034822174134E+01, -2.650180812419768E+01,  3.765299193307925E-04,  4.935015895019924E+02,  1.479480545437093E+08,  3.719490518914235E-01,
2453423.500000000, A.D. 2005-Feb-22 00:00:00.0000, -1.323141029193941E+08,  6.626620845759166E+07, -1.125093587312847E+03, -1.381554673996444E+01, -2.673828943092784E+01,  6.069452999124536E-04,  4.936098591253985E+02,  1.479805129602369E+08,  3.794189532393864E-01,
2453424.500000000, A.D. 2005-Feb-23 00:00:00.0000, -1.334875610594289E+08,  6.394609260804702E+07, -1.063056951019913E+03, -1.334726403526382E+01, -2.696676348681061E+01,  8.264937291446728E-04,  4.937202924701617E+02,  1.480136200441087E+08,  3.869547053914851E-01,
2453425.500000000, A.D. 2005-Feb-24 00:00:00.0000, -1.346204125239772E+08,  6.160658165647104E+07, -9.828606511205435E+02, -1.287559112653296E+01, -2.718725369804813E+01,  1.025723700578851E-03,  4.938328995918827E+02,  1.480473788099177E+08,  3.944927863044032E-01,
2453426.500000000, A.D. 2005-Feb-25 00:00:00.0000, -1.357123676974153E+08,  5.924836458291471E+07, -8.866689202003181E+02, -1.240060134247151E+01, -2.739977779061387E+01,  1.195210756685938E-03,  4.939476708363243E+02,  1.480817863633966E+08,  4.019599265475447E-01,
2453427.500000000, A.D. 2005-Feb-26 00:00:00.0000, -1.367631425240844E+08,  5.687212926321322E+07, -7.774440028928220E+02, -1.192235018481738E+01, -2.760434269614952E+01,  1.325988434649261E-03,  4.940645740876415E+02,  1.481168330764571E+08,  4.092737416590450E-01,
2453428.500000000, A.D. 2005-Feb-27 00:00:00.0000, -1.377724570280071E+08,  5.447856363674247E+07, -6.588843519464135E+02, -1.144087702325320E+01, -2.780093912120169E+01,  1.410073299700443E-03,  4.941835523935450E+02,  1.481525018752326E+08,  4.163446804033563E-01,
2453429.500000000, A.D. 2005-Feb-28 00:00:00.0000, -1.387400340551150E+08,  5.206835733090186E+07, -5.353156809844077E+02, -1.095620850190133E+01, -2.798953650338670E+01,  1.441021222026606E-03,  4.943045223055489E+02,  1.481887677424963E+08,  4.230789733106757E-01,
2453430.500000000, A.D. 2005-Mar-01 00:00:00.0000, -1.396655983704147E+08,  4.964220368890832E+07, -4.115344166941941E+02, -1.046836328019258E+01, -2.817007875184940E+01,  1.414467638385375E-03,  4.944273731663691E+02,  1.482255975040290E+08,  4.293822028360913E-01,
2453431.500000000, A.D. 2005-Mar-02 00:00:00.0000, -1.405488762100987E+08,  4.720080213024695E+07, -2.926057658307254E+02, -9.977357796135419E+00, -2.834248078145415E+01,  1.328638800774939E-03,  4.945519674908438E+02,  1.482629499428161E+08,  4.351633242376013E-01,
2453432.500000000, A.D. 2005-Mar-03 00:00:00.0000, -1.413895953771521E+08,  4.474486078299626E+07, -1.836182937864214E+02, -9.483213145809806E+00, -2.850662566139786E+01,  1.184851237328033E-03,  4.946781425948201E+02,  1.483007762873757E+08,  4.403393857156870E-01,
2453433.500000000, A.D. 2005-Mar-04 00:00:00.0000, -1.421874860007383E+08,  4.227509933450509E+07, -8.939525535143912E+01, -8.985963712103237E+00, -2.866236248571476E+01,  9.880122586007900E-04,  4.948057137609993E+02,  1.483390211608544E+08,  4.448416045078188E-01,
2453434.500000000, A.D. 2005-Mar-05 00:00:00.0000, -1.429422821488925E+08,  3.979225200387749E+07, -1.416409339010715E+01, -8.485668418144874E+00, -2.880950594512445E+01,  7.470704548531160E-04,  4.949344794395868E+02,  1.483776241401442E+08,  4.486234966220970E-01,
2453435.500000000, A.D. 2005-Mar-06 00:00:00.0000, -1.436537245415043E+08,  3.729707040313655E+07,  3.880507583543658E+01, -7.982424873975366E+00, -2.894783979293619E+01,  4.752419700473354E-04,  4.950642291016442E+02,  1.484165221102570E+08,  4.516710424739088E-01,
2453436.500000000, A.D. 2005-Mar-07 00:00:00.0000, -1.443215645631863E+08,  3.479032582346970E+07,  6.756014445237815E+01, -7.476384840305431E+00, -2.907712718173298E+01,  1.897062047540032E-04,  4.951947541408081E+02,  1.484556525325785E+08,  4.540132196342970E-01,
2453437.500000000, A.D. 2005-Mar-08 00:00:00.0000, -1.449455695235038E+08,  3.227281024668099E+07,  7.176610686816275E+01, -6.967766692561143E+00, -2.919712998510103E+01, -8.956227055278987E-05,  4.953258614310857E+02,  1.484949575093926E+08,  4.557291165433804E-01,
2453438.500000000, A.D. 2005-Mar-09 00:00:00.0000, -1.455255286381816E+08,  2.974533532747773E+07,  5.286010299064219E+01, -6.456858557102612E+00, -2.930763582943802E+01, -3.419477992956388E-04,  4.954573878465782E+02,  1.485343881367850E+08,  4.569467063849919E-01,
2453439.500000000, A.D. 2005-Mar-10 00:00:00.0000, -1.460612586780936E+08,  2.720872891610054E+07,  1.398800983279943E+01, -5.944006959203421E+00, -2.940848656199653E+01, -5.489949817043538E-04,  4.955892127903379E+02,  1.485739082607004E+08,  4.578300466284758E-01,
2453440.500000000, A.D. 2005-Mar-11 00:00:00.0000, -1.465526079938124E+08,  2.466382940189776E+07, -4.030089944973588E+01, -5.429591221342294E+00, -2.949959860425306E+01, -6.970483766099989E-04,  4.957212654879786E+02,  1.486134966635117E+08,  4.585565105883629E-01,
2453441.500000000, A.D. 2005-Mar-12 00:00:00.0000, -1.469994579525644E+08,  2.211147894371355E+07, -1.045469768354669E+02, -4.913990843795109E+00, -2.958096756998265E+01, -7.788296075581513E-04,  4.958535250706992E+02,  1.486531470889095E+08,  4.592909755485356E-01,
2453442.500000000, A.D. 2005-Mar-13 00:00:00.0000, -1.474017216422262E+08,  1.955251703789232E+07, -1.729447020757943E+02, -4.397556611983928E+00, -2.965265637622820E+01, -7.934968753513516E-04,  4.959860138412666E+02,  1.486928662230953E+08,  4.601656319220345E-01,
2453443.500000000, A.D. 2005-Mar-14 00:00:00.0000, -1.477593405524348E+08,  1.698777561675123E+07, -2.398529806975275E+02, -3.880593518810855E+00, -2.971477314820403E+01, -7.454204010599597E-04,  4.961187862461098E+02,  1.487326703886978E+08,  4.612708192940136E-01,
2453444.500000000, A.D. 2005-Mar-15 00:00:00.0000, -1.480722803754931E+08,  1.441807617240803E+07, -3.001682431306690E+02, -3.363357211006616E+00, -2.976744784331008E+01, -6.423585501131868E-04,  4.962519168410917E+02,  1.487725819370025E+08,  4.626567663525671E-01,
2453445.500000000, A.D. 2005-Mar-16 00:00:00.0000, -1.483405269637614E+08,  1.184422870175165E+07, -3.495396971246228E+02, -2.846060284822441E+00, -2.981081422804014E+01, -4.937231614068338E-04,  4.963854898669446E+02,  1.488126261227454E+08,  4.643421925397267E-01,
2453446.500000000, A.D. 2005-Mar-17 00:00:00.0000, -1.485640830564532E+08,  9.267031876954388E+06, -3.844542250675149E+02, -2.328882906367014E+00, -2.984499959960421E+01, -3.093348746752156E-04,  4.965195917047387E+02,  1.488528288423200E+08,  4.663249703201499E-01,
2453447.500000000, A.D. 2005-Mar-18 00:00:00.0000, -1.487429659419062E+08,  6.687273794640615E+06, -4.022389408187009E+02, -1.811983261312146E+00, -2.987012134566312E+01, -9.875591846331133E-05,  4.966543062677000E+02,  1.488932152522786E+08,  4.685914313058285E-01,
2453448.500000000, A.D. 2005-Mar-19 00:00:00.0000, -1.488772059191395E+08,  4.105732809004731E+06, -4.010276704449207E+02, -1.295505355023681E+00, -2.988628802318701E+01,  1.289036016984824E-04,  4.967897126712930E+02,  1.489338090708407E+08,  4.711227398204513E-01,
2453449.500000000, A.D. 2005-Mar-20 00:00:00.0000, -1.489668452856979E+08,  1.523178162939573E+06, -3.797251209660899E+02, -7.795833635819585E-01, -2.989360259858495E+01,  3.648742410060635E-04,  4.969258842761882E+02,  1.489746322909820E+08,  4.738980751018841E-01,
2453450.500000000, A.D. 2005-Mar-21 00:00:00.0000, -1.490119375566333E+08, -1.059629685483645E+06, -3.379879556074156E+02, -2.643427113076233E-01, -2.989216599900322E+01,  6.004720327847934E-04,  4.970628882309962E+02,  1.490157050433497E+08,  4.768950079674210E-01,
2453451.500000000, A.D. 2005-Mar-22 00:00:00.0000, -1.490125466568474E+08, -3.641939007599164E+06, -2.762292041119654E+02,  2.501014966386970E-01, -2.988207965138325E+01,  8.268336213959060E-04,  4.972007847906744E+02,  1.490570453919253E+08,  4.800876748709366E-01,
2453452.500000000, A.D. 2005-Mar-23 00:00:00.0000, -1.489687458939861E+08, -6.223006889461391E+06, -1.956419355235994E+02,  7.636478268255659E-01, -2.986344607058049E+01,  1.034752058679089E-03,  4.973396258716789E+02,  1.490986689008710E+08,  4.834434264392463E-01,
2453453.500000000, A.D. 2005-Mar-24 00:00:00.0000, -1.488806166022934E+08, -8.802099259893069E+06, -9.822938952688128E+01,  1.276212583247834E+00, -2.983636686862947E+01,  1.214705204327871E-03,  4.974794525136305E+02,  1.491405878735556E+08,  4.869187344558856E-01,
2453454.500000000, A.D. 2005-Mar-25 00:00:00.0000, -1.487482464506436E+08, -1.137849062469103E+07,  1.317822312843055E+01,  1.787733280193028E+00, -2.980093794518161E+01,  1.357144262174259E-03,  4.976202911674933E+02,  1.491828102397785E+08,  4.904553169789602E-01,
2453455.500000000, A.D. 2005-Mar-26 00:00:00.0000, -1.485717275282031E+08, -1.395146327310623E+07,  1.349441518224776E+02,  2.298170076976805E+00, -2.975724219581239E+01,  1.453065998321179E-03,  4.977621490311507E+02,  1.492253381574110E+08,  4.939775926797459E-01,
2453456.500000000, A.D. 2005-Mar-27 00:00:00.0000, -1.483511544419702E+08, -1.652030578283018E+07,  2.627059179376811E+02,  2.807503890973166E+00, -2.970534080499783E+01,  1.494824249393290E-03,  4.979050089735431E+02,  1.492681664906906E+08,  4.973925271124991E-01,
2453457.500000000, A.D. 2005-Mar-28 00:00:00.0000, -1.480866227481649E+08, -1.908431077174720E+07,  3.915324452687055E+02,  3.315730520112534E+00, -2.964526483972226E+01,  1.477058934389319E-03,  4.980488248466861E+02,  1.493112814047995E+08,  5.005925360804169E-01,
2453458.500000000, A.D. 2005-Mar-29 00:00:00.0000, -1.477782280562354E+08, -2.164277200672022E+07,  5.161602762322873E+02,  3.822851093595429E+00, -2.957700907956888E+01,  1.397566442859599E-03,  4.981935180779861E+02,  1.493546593442669E+08,  5.034613882615604E-01,
2453459.500000000, A.D. 2005-Mar-30 00:00:00.0000, -1.474260660722890E+08, -2.419498113304598E+07,  6.312960002906621E+02,  4.328860155701055E+00, -2.950052958772044E+01,  1.257936344279287E-03,  4.983389763029663E+02,  1.493982666230700E+08,  5.058822699897172E-01,
2453460.500000000, A.D. 2005-Mar-31 00:00:00.0000, -1.470302337094009E+08, -2.674022437980544E+07,  7.319591987002641E+02,  4.833733190606300E+00, -2.941574558826783E+01,  1.063840986711639E-03,  4.984850544811106E+02,  1.494420597591560E+08,  5.077467315881297E-01,
2453461.500000000, A.D. 2005-Apr-01 00:00:00.0000, -1.465908312402661E+08, -2.927777960217561E+07,  8.138342136126012E+02,  5.337415185482525E+00, -2.932254526799125E+01,  8.249526113637273E-04,  4.986315785725862E+02,  1.494859865766957E+08,  5.089633579071470E-01,
2453462.500000000, A.D. 2005-Apr-02 00:00:00.0000, -1.461079653573297E+08, -3.180691396519961E+07,  8.735998590141535E+02,  5.839811155805773E+00, -2.922079468888843E+01,  5.545235812114413E-04,  4.987783515927230E+02,  1.495299880211706E+08,  5.094655467508286E-01,
2453463.500000000, A.D. 2005-Apr-03 00:00:00.0000, -1.455817529524225E+08, -3.432688250876413E+07,  9.092097599152476E+02,  6.340779011632962E+00, -2.911034921619087E+01,  2.686665069955296E-04,  4.989251617620841E+02,  1.495740006027028E+08,  5.092182710443602E-01,
2453464.500000000, A.D. 2005-Apr-04 00:00:00.0000, -1.450123253970197E+08, -3.683692780282827E+07,  9.200975003857166E+02,  6.840125224905217E+00, -2.899106733110356E+01, -1.467104917018958E-05,  4.990717924466058E+02,  1.496179593760338E+08,  5.082236760619694E-01,
2453465.500000000, A.D. 2005-Apr-05 00:00:00.0000, -1.443998330373126E+08, -3.933628089663265E+07,  9.072788339015096E+02,  7.337604452641291E+00, -2.886282670251704E+01, -2.770675619103713E-04,  4.992180334577117E+02,  1.496618013282136E+08,  5.065247101240622E-01,
2453466.500000000, A.D. 2005-Apr-06 00:00:00.0000, -1.437444494864852E+08, -4.182416372079480E+07,  8.733223536293954E+02,  7.832924923707215E+00, -2.872554143634858E+01, -5.012961839501173E-04,  4.993636929244410E+02,  1.497054689377754E+08,  5.042051374130913E-01,
2453467.500000000, A.D. 2005-Apr-07 00:00:00.0000, -1.430463751460024E+08, -4.429979293722486E+07,  8.221686605103314E+02,  8.325761022344247E+00, -2.857917773723086E+01, -6.731159772943585E-04,  4.995086084180528E+02,  1.497489135098075E+08,  5.013840780816197E-01,
2453468.500000000, A.D. 2005-Apr-08 00:00:00.0000, -1.423058393375010E+08, -4.676238492914274E+07,  7.588021230362356E+02,  8.815772544443721E+00, -2.842376393511665E+01, -7.828213701479569E-04,  4.996526556053941E+02,  1.497920977701686E+08,  4.982043741983357E-01,
